Test Code,Test Name,"MRP (in
INR)",Methodology,Specimen Type,Specimen Remarks,Container,Temp.,Frequency,TAT,,,,,,,,,,,,,,
APC92,ALLERGY PHADIATOP - PEDIATRIC,1050,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,WED, FRI",2 DAYS,,,,,,,,,,,,,,
APC93,"ALLERGY RHINITIS/ASTHMA/INHALANT
(MAXI PANEL)",6500,FEIA,SERUM,8ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC94,"ALLERGY RHINITIS/ASTHMA/INHALANT
(MINI PANEL)",4400,FEIA,SERUM,5ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC95,ALLERGY SCREEN,1200,FEIA,SERUM,5ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,WED, FRI",2 DAYS,,,,,,,,,,,,,,
APC96,ALLERGY SEA FOOD,5000,FEIA,SERUM,5ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC97,ALLERGY TREE POLLEN PANEL,4500,FEIA,SERUM,5ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC98,ALLERGY VEG + NON VEG FOOD (MAXI PANEL),9000,FEIA,SERUM,8ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC99,ALLERGY VEG FOOD PANEL,3500,FEIA,SERUM,5ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC100,"ALLERGY, ACACIA",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC101,"ALLERGY, ALDER",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,5ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC102,"ALLERGY, ALMOND",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC103,"ALLERGY, ALTERNARIA ALTERNATA",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC104,"ALLERGY, APPLE",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC105,"ALLERGY, ASPERGILLUS FUMIGATUS",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC106,"ALLERGY, AUBERGINE- EGGPLANT / BRINJAL",1200,FEIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC107,"ALLERGY, BAHIA GRASS",1200,IMMUNOCAP SPECIFIC IGE,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC108,"ALLERGY, BANANA",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC109,"ALLERGY, BEEF",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC110,"ALLERGY, BERMUDA GRASS",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC111,"ALLERGY, BLUE MUSSEL",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC112,"ALLERGY, BRAZIL NUT",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC113,"ALLERGY, CABBAGE",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC114,"ALLERGY, CACAO",1200,FEIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC115,"ALLERGY, CANDIDA ALBICANS",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC116,"ALLERGY, CARROT",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC117,"ALLERGY, CASEIN",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC118,"ALLERGY, CASHEW NUT",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC119,"ALLERGY, CAT DANDER",1200,FEIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC120,"ALLERGY, CELERY",1200,IMMUNOCAP SPECIFIC IGE,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC121,"ALLERGY, CHEDDAR",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC122,"ALLERGY, CHICKEN",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC123,"ALLERGY, CHICKPEA (KABULI CHANA)",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC124,"ALLERGY, CLADOSPORIUM HERBARUM",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC125,"ALLERGY, COCKLEBUR",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC126,"ALLERGY, COCKROACH- AMERICAN",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC127,"ALLERGY, COCKROACH- GERMAN",1200,FEIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC128,"ALLERGY, COCOA",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC129,"ALLERGY, COCONUT",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC130,"ALLERGY, COFFEE",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC131,"ALLERGY, COMMON RAGWEED",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC132,"ALLERGY, COTTONWOOD",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC133,"ALLERGY, COW DANDER",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC134,"ALLERGY, CRAB",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC135,"ALLERGY, CUCUMBER",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC136,"ALLERGY, DERMATOPHAGOIDES
FARINAE",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC137,"ALLERGY, DERMATOPHAGOIDES
PTERONYSSINUS",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC138,"ALLERGY, DOG DANDER",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC139,"ALLERGY, EGG WHITE",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC140,"ALLERGY, ELM",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC141,"ALLERGY, EUCALYPTUS-GUM TREE",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC142,"ALLERGY, FISH (COD)",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC143,"ALLERGY, GARLIC",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC144,"ALLERGY, GLUTEN",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC145,"ALLERGY, GOLDENROD",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC146,"ALLERGY, GOOSEFOOT",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC147,"ALLERGY, GRAPES",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC148,"ALLERGY, GREEN PEA",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC149,"ALLERGY, HAZEL NUT",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC150,"ALLERGY, HORSE DANDER",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC151,"ALLERGY, HOUSE DUST",1200,FEIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC152,"ALLERGY, JOHNSON GRASS",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC153,"ALLERGY, KIWI",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC154,"ALLERGY, LAMB",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC155,"ALLERGY, LEMON",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC156,"ALLERGY, LENTIL",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC157,"ALLERGY, LETTUCE",1200,FEIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC158,"ALLERGY, LOBSTER",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC159,"ALLERGY, MAIZE-CORN",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC160,"ALLERGY, MANGO",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC161,"ALLERGY, MEADOW GRASS - POA",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC162,"ALLERGY, MELAEUCA-CAJEPUT TREE",1200,IMMUNOCAP SPECIFIC IGE,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC163,"ALLERGY, MESQUITE/PROSOPIS",1200,FEIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC164,"ALLERGY, MILK",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC165,"ALLERGY, MUGWORT",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC166,"ALLERGY, MUSHROOM",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC167,"ALLERGY, MUSTARD",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC168,"ALLERGY, MUTTON (MEAT)",1200,IMMUNOCAP SPECIFIC IGE,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC169,"ALLERGY, OAK",1200,FEIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC170,"ALLERGY, OAT",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC171,"ALLERGY, OLIVE",1200,IMMUNOCAP SPECIFIC IGE,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC172,"ALLERGY, ONION",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC173,"ALLERGY, ORANGE",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC174,"ALLERGY, PAPAYA",1200,FEIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC175,"ALLERGY, PAPRIKA SWEET PEPPER",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC176,"ALLERGY, PEACH",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC177,"ALLERGY, PEANUT",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC178,"ALLERGY, PEAR",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC179,"ALLERGY, PERENNIAL RYE GRASS",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC180,"ALLERGY, PINEAPPLE",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC181,"ALLERGY, PISTACHIO",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC182,"ALLERGY, PORK",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC183,"ALLERGY, POTATO",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC184,"ALLERGY, RAPESEED",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC185,"ALLERGY, RICE",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC186,"ALLERGY, RYE GRASS",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC187,"ALLERGY, SALMON",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC188,"ALLERGY, SESAME SEED",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC189,"ALLERGY, SHRIMP",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC190,"ALLERGY, SOYA BEAN",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC191,"ALLERGY, SPINACH",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC192,"ALLERGY, STRAWBERRY",1200,IMMUNOCAP SPECIFIC IGE INHOUSE ALLERGEN,SERUM,4ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC193,"ALLERGY, TIMOTHY",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC194,"ALLERGY, TOMATO",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC195,"ALLERGY, TUNA",1200,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,FRI",2 DAYS,,,,,,,,,,,,,,
APC196,"ALLERGY, TURKEY",1700,IMMUNOCAP SPECIFIC IGE,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
